id,source,date,url,title
1.43E+12,www.wsj.com,,www.wsj.com/video/browse/tech,Tech Videos
1.43E+12,www.reuters.com,,www.reuters.com/subjects/euro-zone,Euro Zone | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/finance/personal-finance/retirement,Retirement | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-sports-scores.html,Sports News &#45; The Wall Street Journal
1.43E+12,www.reuters.com,,www.reuters.com/places/russia,World News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/news/sports,"Sports News, Highlights & Coverage | Reuters.com"
1.43E+12,www.reuters.com,,www.reuters.com/tools/rss,"Business & Financial News, Breaking US & International News | Reuters.com"
1.43E+12,www.wsj.com,,www.wsj.com/video/browse/news/politics-and-campaign,Politics &amp; Campaign Videos
1.43E+12,www.wsj.com,,www.wsj.com/news/politics,"Capital Journal: Politics, Government & Policy News"
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-autos-automotive.html,"Car Reviews and News, Vehicle Ratings, Buying &amp; Selling Autos"
1.43E+12,www.reuters.com,,www.reuters.com/video,Top News & Business Videos
1.43E+12,www.wsj.com,,www.wsj.com/public/page/editorials.html,Editorials
1.43E+12,www.wsj.com, 04 Jun 2015 17:09:39 GMT,www.wsj.com/public/page/news-books-best-sellers.html,"Book Reviews and Ideas, Author Features &#45; Wall Street Journal"
1.43E+12,www.reuters.com,,www.reuters.com/subjects/autos,Autos
1.43E+12,www.wsj.com,,www.wsj.com/news/author/7872,Joanna Stern
1.43E+12,www.wsj.com,,www.wsj.com/public/page/political-diary.html,Political Diary
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-health-industry.html,Healthcare News
1.43E+12,www.wsj.com,,www.wsj.com/public/page/book-reviews.html,Book Reviews
1.43E+12,www.reuters.com,,www.reuters.com/politics,Politics & Political News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-usa-congress-appropriations-idUSKBN0OK21020150604,
1.43E+12,www.wsj.com, 04 Jun 2015 17:09:49 GMT,www.wsj.com/public/page/new-york-main.html,"New York Region News, Headlines and Video &#45; Wall Street Journal"
1.43E+12,www.reuters.com, 02 Jun 2015 17:18:19 GMT,www.reuters.com/investigates/,Special Reports from Reuters correspondents around the world
1.43E+12,www.wsj.com,,www.wsj.com/public/page/journal-report.html,Journal Reports &#45; Wall Street Journal
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-eurozone-greece-idUSKBN0OK05820150604,
1.43E+12,www.reuters.com,,www.reuters.com/video/politics,Politics News Video
1.43E+12,www.wsj.com, 04 Jun 2015 17:09:54 GMT,www.wsj.com/public/page/news-personal-finance.html,"Personal Finance &amp; Money &#45; Planning, Budgeting, Investment, Services, News"
1.43E+12,www.wsj.com,,www.wsj.com/itp,In Today's Paper
1.43E+12,www.reuters.com,,www.reuters.com/places/south-korea,"Business & Financial News, Breaking US & International News | Reuters.com"
1.43E+12,www.wsj.com,,www.wsj.com/policy/cookie-policy, Cookie Policy
1.43E+12,www.wsj.com,,www.wsj.com/news/life,"Lifestyle, Real Estate & Sports News"
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-financial-services.html,Financial Services News
1.43E+12,www.reuters.com,,www.reuters.com/video/world,World News Video
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-massachusetts-police-idUSKBN0OK1PK20150604,
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-currency-currencies-trading.html,Currency Conversion &amp; Money Exchange Rates
1.43E+12,www.reuters.com,,www.reuters.com/finance,Business  News & Financial News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/finance/EarningsUS,Earnings News & Latest Company Earnings Results | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/news/environment,Environment
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-real-estate-commercial.html,"Commercial Real Estate &#45; News, Sales, Property Development, Market Data"
1.43E+12,now.wsj.com,,now.wsj.com/mobile/,WSJ APP
1.43E+12,www.wsj.com, 04 Jun 2015 17:10:12 GMT,www.wsj.com/public/page/news-law-legal.html,Law News
1.43E+12,www.reuters.com,,www.reuters.com/finance/deals,Deals News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-dish-network-m-a-t-mobile-us-idUSKBN0OK06H20150604,
1.43E+12,www.reuters.com,,www.reuters.com/finance/markets/europe,European Stock Market News | Reuters.com
1.43E+12,www.wsj.com, 04 Jun 2015 17:10:14 GMT,www.wsj.com/public/page/consumer-health-wellness.html,Health &amp; Wellness
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-travel-vacation.html,"Travel &#45; Destination Guides, Vacation &amp; Trip Ideas, Travel Planning Tips, Lodging"
1.43E+12,www.wsj.com, 04 Jun 2015 17:10:18 GMT,www.wsj.com/public/page/journal-report-leadership.html,Journal Reports&#58; Leadership &#45; Wall Street Journal
1.43E+12,www.wsj.com, 04 Jun 2015 17:10:17 GMT,www.wsj.com/public/page/news-financial-markets-deals.html,"Business Deals, Mergers &amp; Acquisitions News"
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-transportation-industry.html,Transportation News
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/06/03/big-commercial-hit-and-small-creative-mu?videoId=364467534&videoChannel=118169,"Big commercial hit and small, creative musical lead Tony Awards | Video | Reuters.com"
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-career-jobs.html,"Career Advice, Find a Job &#38; Salary Trends &#45; Wall Street Journal"
1.43E+12,www.wsj.com,,www.wsj.com/policy/privacy-policy, Privacy Policy
1.43E+12,www.wsj.com,,www.wsj.com/conferences,The Wall Street Journal and Dow Jones Conferences | Premier Conferences
1.43E+12,www.reuters.com,,www.reuters.com/news/science,Science News | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/news/opinion,Opinion & Reviews
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/06/04/us-woman-pushes-for-fda-approval-of-fema?videoId=364468414&videoChannel=118169,U.S. woman pushes for FDA approval of female libido drug | Video | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/news/entertainment/arts,Arts
1.43E+12,www.wsj.com,,www.wsj.com/news/risk-compliance-journal,Risk Management and Regulation Compliance News
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-apple-watch-idUSKBN0OK1I920150604,
1.43E+12,www.reuters.com,,www.reuters.com/subjects/banks,Banks | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-samsung-alcoa-galaxy-idUSKBN0OK1IQ20150604,
1.43E+12,www.wsj.com,,www.wsj.com/news/cio-journal,CIO Journal
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-saudi-security-shi-ites-idUSKBN0OK1O920150604,
1.43E+12,www.reuters.com,,www.reuters.com/video/business,Business News Video
1.43E+12,www.wsj.com, 04 Jun 2015 17:10:36 GMT,www.wsj.com/public/page/news-fashion-style-industry.html,"Fashion News, Style News, Lifestyle, Clothes &amp; Clothing Season News at WSJ.com"
1.43E+12,www.reuters.com,,www.reuters.com/finance/commodities,"Commodities News, Commodity Trading Prices &  Data | Reuters.com"
1.43E+12,www.wsj.com,,www.wsj.com/news/topic/2514,eCommerce
1.43E+12,www.wsj.com, 04 Jun 2015 17:10:41 GMT,www.wsj.com/public/page/news-wall-street-heard.html,Heard on the Street
1.43E+12,www.wsj.com,,www.wsj.com/video,WSJ Video
1.43E+12,www.reuters.com,,www.reuters.com/video/technology,Technology News Video
1.43E+12,www.wsj.com,,www.wsj.com/maketime,Make Time For The Wall Street Journal
1.43E+12,www.reuters.com,,www.reuters.com/finance/summits,Reuters  Industry Summits | Intelligent Information
1.43E+12,www.wsj.com,,www.wsj.com/news/logistics-report,Logistics Report and News
1.43E+12,www.reuters.com,,www.reuters.com/legal,Legal News | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/news/us,"US News, Breaking News and Headlines"
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-israel-jerusalem-dome-specialreport-idUSKBN0OK0VR20150604,
1.43E+12,www.reuters.com,,www.reuters.com/subjects/middle-east,Middle East and North Africa
1.43E+12,www.reuters.com,,www.reuters.com/finance/personal-finance,"Wealth, Personal Finance & Money | Reuters.com"
1.43E+12,www.wsj.com,,www.wsj.com/news/arts,"Arts, TV, Movie, Theater & Music News & Reviews"
1.43E+12,www.reuters.com,,www.reuters.com/subjects/supreme-court,U.S. Supreme Court | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-sec-hoax-avon-idUSKBN0OK1ZD20150604,
1.43E+12,www.reuters.com,,www.reuters.com/news/lifestyle,Lifestyle News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-usa-imf-idUSKBN0OK1L220150604,
1.43E+12,www.reuters.com,,www.reuters.com/news/oddlyEnough,"Weird News, Odd News, Funny News Stories  | Reuters.com"
1.43E+12,www.wsj.com, 04 Jun 2015 17:10:59 GMT,www.wsj.com/public/page/news-africa.html,Africa News
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-natural-resources.html,"Natural Resources News: Lumber, Paper and Forestry"
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/06/03/us-claims-10000-isis-fighters-killed?videoId=364468209&videoChannel=118169,"U.S. claims 10,000 ISIS fighters killed | Video | Reuters.com"
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-retail-industry.html,Retail News
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-latin-america.html,Latin America  News
1.43E+12,www.reuters.com,,www.reuters.com/finance/markets/asia,Asian Stock Market News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/subjects/specialReports,Special Reports | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/public/page/wsj-x-marketing.html,DJX
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:03 GMT,www.wsj.com/public/page/cmo-today.html,CMO News
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-egypt-mubarak-idUSKBN0OK0L720150604,
1.43E+12,www.wsj.com,,www.wsj.com/news/personal-technology,Personal Technology
1.43E+12,www.wsj.com,,www.wsj.com/public/page/etf-mutual-funds.html,Mutual Funds &amp; ETFs (Exchange Traded Funds)
1.43E+12,www.wsj.com,,www.wsj.com/public/page/archive.html,News Article Archive 
1.43E+12,www.wsj.com,,www.wsj.com/public/page/small-business.html,"Small Business, Entrepreneurship and Startups"
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:13 GMT,www.wsj.com/public/page/management.html,Management News: Business Management
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-markets-stocks-us-idUSKBN0OK18S20150604,
1.43E+12,www.reuters.com,,www.reuters.com/news/pictures,"Pictures, News Photos, Picture Slideshows & More | Reuters.com"
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-usa-trade-boehner-idUSKBN0OK1ZQ20150604,
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-hotels-casinos.html,Hospitality and Hotel News
1.43E+12,www.reuters.com,,www.reuters.com/subjects/aerospace-and-defense,Aerospace and Defense | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/video/browse/news/world-news,World News Videos
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-consumer-products.html,Consumer Products News
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-defense-aerospace.html,Defense Industry News
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:25 GMT,www.wsj.com/public/page/news-stock-market-movers.html,Stocks
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-g7-summit-obama-idUSKBN0OK21S20150604,
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:27 GMT,www.wsj.com/public/page/latest-opinion-analysis-columns.html,Wall Street Journal Columns &#45; Opinion &amp; Analysis
1.43E+12,www.reuters.com,,www.reuters.com/finance/markets/us,US Stock Markets News
1.43E+12,www.wsj.com,,www.wsj.com/public/page/guides.html,How-To Guides from the Wall Street Journal
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:28 GMT,www.wsj.com/public/page/news-food-cooking-drink.html,Food Drink News Chefs Reviews Tastings Eating Out Fine Dining
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/06/04/pyongyang-bling-casts-new-light-on-north?videoId=364472120&videoChannel=118169,'Pyongyang bling' casts new light on North Korea | Video | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-usa-election-bush-idUSKBN0OK14T20150604,
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:33 GMT,www.wsj.com/public/page/news-fixed-income-bonds.html,Bonds
1.43E+12,www.wsj.com,,www.wsj.com/news/business,Business & Finance News
1.43E+12,www.reuters.com,,www.reuters.com/finance/markets,Global Markets News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/news/picture/scourge-of-the-barrel-bomb?articleId=USRTR4YOSC,Scourge of the barrel bomb | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/policy/cookie-policy#cookies_advertising, Cookie Policy
1.43E+12,www.wsj.com,,www.wsj.com/video/browse/opinion,Opinion Videos
1.43E+12,www.reuters.com,,www.reuters.com/finance/stocks,Stock Quotes & Company News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/news/world,World News | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/video/browse/life-culture/arts-and-entertainment,Arts &amp; Entertainment Videos
1.43E+12,www.wsj.com,,www.wsj.com/policy/copyright-policy, Copyright Policy
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:40 GMT,www.wsj.com/public/page/mideast.html,"Middle East News, Headlines, Top Stories, Current Events"
1.43E+12,www.wsj.com,,www.wsj.com/news/markets,Stock Market & Finance News
1.43E+12,www.wsj.com,,www.wsj.com/public/page/leisure-arts.html,Leisure &amp; Arts
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-tech-israel-arabs-idUSKBN0OK1LQ20150604,
1.43E+12,www.reuters.com,,www.reuters.com/news/technology,Technology News | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/article/2015/06/04/us-economy-jobless-idUSKBN0OK1EJ20150604,
1.43E+12,www.wsj.com,,www.wsj.com/video/browse/business/markets,Markets Videos
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-china.html,"China News, Headlines, Top Stories, Current Events"
1.43E+12,www.wsj.com,,www.wsj.com/news/world,World News
1.43E+12,www.wsj.com, 04 Jun 2015 17:11:53 GMT,www.wsj.com/public/page/wealth-management-journal.html,Wealth Advisor
1.43E+12,www.wsj.com,,www.wsj.com/public/page/news-oil-gold-commodities.html,Commodities
1.43E+12,www.reuters.com,,www.reuters.com/places/mexico,World News | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/video/subject/mansion,Mansion Videos
1.43E+12,www.wsj.com,,www.wsj.com/news/cfo-journal,CFO Journal
1.43E+12,www.wsj.com,,www.wsj.com/policy/subscriber-agreement, Subscriber Agreement
1.43E+12,www.reuters.com,,www.reuters.com/news/picture/adrift-at-sea-unwanted-on-land?articleId=USRTX1F35S,"Adrift at sea, unwanted on land | Reuters.com"
1.43E+12,www.reuters.com,,www.reuters.com/finance/funds,Best Mutual Funds and ETFs | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/articles/activist-investor-wins-2-million-arbitration-award-from-ubs-1433279108,
1.43E+12,www.wsj.com,,www.wsj.com/articles/why-every-nba-team-needs-an-australian-1433175989#articleTabs%3Dcomments,
1.43E+12,www.wsj.com,,www.wsj.com/mdc/public/page/mdc_currencies.html,Currencies
1.43E+12,www.wsj.com,,www.wsj.com/articles/gardens-and-mountains-in-australia-1431572183,
1.43E+12,www.wsj.com,,www.wsj.com/articles/songs-of-innocence-and-experience-1432323165,
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/06/01/democracy-is-hard-obama-tells-young-sout?videoId=364433482&videoChannel=1003&channelName=Politics, Democracy is hard : Obama tells young South Asian leaders | Video | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/articles/BT-CO-20150604-704418,
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/05/28/ed-sheeran-gives-selfie-a-new-meaning?videoId=364390659&videoChannel=3&channelName=Entertainment,Ed Sheeran gives 'selfie' a new meaning | Video | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/news/archive/swissMktRpt?date=today,
1.43E+12,www.wsj.com,,www.wsj.com/articles/johnson-johnson-looks-to-expand-in-asia-1428096781?mod=wsj_boss_talk,
1.43E+12,www.wsj.com,,www.wsj.com/articles/a-day-at-frieze-new-york-1431732322,
1.43E+12,www.reuters.com,,www.reuters.com/news/archive/reviewsNews,
1.43E+12,www.wsj.com,,www.wsj.com/mdc/public/page/2_3024-sm_energy_map.html,Sector Map: Energy
1.43E+12,www.reuters.com,,www.reuters.com/finance/stocks/overview?symbol=GPS.N,Gap Inc (GPS.N)  Quote| Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/articles/bordeauxs-chateau-lafleur-keeps-it-all-in-the-family-1429184132,
1.43E+12,www.wsj.com,,www.wsj.com/articles/sense-and-sensibility-review-literatures-most-famous-sister-act-heads-back-to-the-stage-1431546651,
1.43E+12,www.wsj.com,,www.wsj.com/articles/these-are-the-worlds-most-unbelievable-animals-1430778576,
1.43E+12,www.reuters.com,,www.reuters.com/places/australia,Australia | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/articles/details-emerge-on-ukraine-bondholders-restructuring-plan-1432907862,
1.43E+12,www.reuters.com,,www.reuters.com/finance/stocks/overview?symbol=INTC.OQ,Intel Corp (INTC.OQ)  Quote| Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/news/archive/innovationNewsConsumerGoodsAndRetailinnovationNewsConsumerGoodsAndRetail,
1.43E+12,www.wsj.com,,www.wsj.com/articles/in-real-estate-golf-ups-its-game-1432820897,
1.43E+12,www.wsj.com,,www.wsj.com/articles/j-p-morgan-expected-to-lay-off-more-than-5-000-by-next-year-1432834029,
1.43E+12,www.reuters.com,,www.reuters.com/video/2012/12/10/counselor-weighing-jihad-janes-punishmen?videoId=239764192&videoChannel=117777&channelName=Reuters+Investigates,Counselor: Weighing Jihad Jane’s punishment
1.43E+12,www.reuters.com,,www.reuters.com/tools/widgets,Widgets | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/05/29/volatile-end-of-the-week-for-asian-marke?videoId=364394881&videoChannel=118110&channelName=Dateline+Asia,Volatile end of the week for Asian markets | Video | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/articles/one-companys-struggle-to-move-manufacturing-to-the-u-s-1433190726,
1.43E+12,www.reuters.com,,www.reuters.com/sectors/non-cyclicals,Non-Cyclical Consumer Goods Sector | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/articles/lg-display-forges-ahead-on-oled-tv-technology-1428701581?mod=wsj_boss_talk,
1.43E+12,www.wsj.com,,www.wsj.com/articles/wine-headache-chances-are-its-not-the-sulfites-1426250886,
1.43E+12,www.reuters.com,,www.reuters.com/news/archive/europeanCurrencyNews,
1.43E+12,www.wsj.com,,www.wsj.com/mdc/public/page/2_3028.html?category=Energy&subcategory=Petroleum,Intraday Futures Prices
1.43E+12,www.wsj.com,,www.wsj.com/articles/hospitals-expected-more-of-a-boost-from-health-law-1433304242,
1.43E+12,www.wsj.com,,www.wsj.com/articles/a-bell-ross-watch-inspired-by-cuban-cigars-1432835946,
1.43E+12,www.reuters.com,,www.reuters.com/video/dateline-asia,Dateline Asia Video
1.43E+12,www.wsj.com,,www.wsj.com/mdc/public/page/2_3021-losenyse-loser.html,NYSE Biggest Percentage Decliners
1.43E+12,www.reuters.com,,www.reuters.com/finance/markets/index?symbol=gb%21ftse,Market Indices
1.43E+12,quotes.wsj.com,,quotes.wsj.com/SHLO,SHLO Stock Price & News
1.43E+12,www.reuters.com,,www.reuters.com/video/2012/12/12/an-inside-look-at-the-talibans-bankers-r?videoId=239850957&videoChannel=117777&channelName=Reuters+Investigates,An inside look at the Taliban's bankers
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/06/04/us-woman-pushes-for-fda-approval-of-fema?videoId=364468414&videoChannel=118169&channelName=Editors%27+Picks,U.S. woman pushes for FDA approval of female libido drug | Video | Reuters.com
1.43E+12,www.reuters.com,,www.reuters.com/video/2014/10/02/images-of-september?videoId=346430830&videoChannel=118069&channelName=Moving+Pictures,Images of September | Video | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/mdc/public/page/2_3022-corpinvest.html,Corporate Gainers & Decliners
1.43E+12,www.wsj.com,,www.wsj.com/articles/digital-media-firm-purch-raises-funds-1433217844,
1.43E+12,quotes.wsj.com,,quotes.wsj.com/USLV,USLV Stock Price & News
1.43E+12,www.reuters.com,,www.reuters.com/finance/deals/mergers,M&A
1.43E+12,www.reuters.com,,www.reuters.com/video/2015/06/01/young-afghans-croon-in-northern-city?videoId=364432877&videoChannel=1004,Young Afghans croon in northern city | Video | Reuters.com
1.43E+12,www.wsj.com,,www.wsj.com/articles/kumaris-the-temporary-child-goddesses-of-nepal-1432912888,
1.43E+12,www.wsj.com,,www.wsj.com/articles/grocery-labels-for-do-gooders-1432893602,
1.43E+12,www.reuters.com, 07 Jul 2014 18:35:20 GMT,www.reuters.com/investigates/adoption/,Reuters Investigates
1.43E+12,www.wsj.com,,www.wsj.com/articles/lg-display-forges-ahead-on-oled-tv-technology-1428701581,
